lat,long,heading,v,dtheta,windN,windA,windT,rudder,sail
50.359884,-4.115260,1.235082,0.543201,-0.142278,-0.000000,1.891891,-1.509610,0.785398,0.000000,
50.359884,-4.115260,1.221119,0.525076,-0.137515,0.000000,1.885776,-1.485788,0.785398,0.000000,
50.359884,-4.115261,1.207615,0.508122,-0.133060,-0.000000,1.880464,-1.462967,0.785398,0.000000,
50.359884,-4.115262,1.194541,0.492232,-0.128886,0.000000,1.875854,-1.441079,0.785398,0.000000,
50.359884,-4.115262,1.181870,0.477306,-0.124966,0.000000,1.871858,-1.420063,0.785398,0.000000,
50.359885,-4.115263,1.169578,0.463260,-0.121277,0.000000,1.868401,-1.399862,0.785398,0.000000,
50.359885,-4.115263,1.157643,0.450018,-0.117801,0.000000,1.865419,-1.380425,0.785398,0.000000,
50.359885,-4.115264,1.146045,0.437513,-0.114518,0.000000,1.862856,-1.361705,0.785398,0.000000,
50.359885,-4.115265,1.134765,0.425685,-0.111414,0.000000,1.860662,-1.343657,0.785398,0.000000,
50.359886,-4.115265,1.123787,0.414481,-0.108474,0.000000,1.858796,-1.326241,0.785398,0.000000,
50.359886,-4.115266,1.113094,0.403852,-0.105685,-0.000000,1.857220,-1.309421,0.785398,0.000000,
50.359886,-4.115266,1.102672,0.393756,-0.103036,0.000000,1.855902,-1.293161,0.785398,0.000000,
50.359886,-4.115267,1.092508,0.384152,-0.100517,-0.000000,1.854814,-1.277430,0.785398,0.000000,
50.359886,-4.115267,1.082590,0.375006,-0.098118,0.000000,1.853929,-1.262199,0.785398,0.000000,
50.359887,-4.115268,1.072904,0.366286,-0.095831,0.000000,1.853227,-1.247441,0.785398,0.000000,
50.359887,-4.115268,1.063442,0.357963,-0.093649,-0.000000,1.852687,-1.233130,0.785398,0.000000,
50.359887,-4.115268,1.054193,0.350010,-0.091563,-0.000000,1.852292,-1.219243,0.785398,0.000000,
50.359887,-4.115269,1.045147,0.342403,-0.089569,0.000000,1.852027,-1.205758,0.785398,0.000000,
50.359887,-4.115269,1.036296,0.335120,-0.087660,0.000000,1.851877,-1.192654,0.785398,0.000000,
50.359888,-4.115270,1.027631,0.328141,-0.085830,-0.000000,1.851831,-1.179914,0.785398,0.000000,
50.359888,-4.115270,1.019145,0.321447,-0.084076,0.000000,1.851879,-1.167519,0.785398,0.000000,
50.359888,-4.115270,1.010831,0.315021,-0.082392,0.000000,1.852009,-1.155453,0.785398,0.000000,
50.359888,-4.115271,1.002681,0.308847,-0.080774,-0.000000,1.852213,-1.143700,0.785398,0.000000,
50.359889,-4.115271,0.994690,0.302910,-0.079218,-0.000000,1.852484,-1.132246,0.785398,0.000000,
50.359889,-4.115272,0.986851,0.297198,-0.077721,-0.000000,1.852815,-1.121077,0.785398,0.000000,
50.359889,-4.115272,0.979158,0.291697,-0.076280,-0.000000,1.853198,-1.110181,0.785398,0.000000,
50.359889,-4.115272,0.971607,0.286396,-0.074892,0.000000,1.853630,-1.099545,0.785398,0.000000,
50.359889,-4.115273,0.964192,0.281285,-0.073553,0.000000,1.854104,-1.089160,0.785398,0.000000,
50.359890,-4.115273,0.956908,0.276353,-0.072261,-0.000000,1.854615,-1.079013,0.785398,0.000000,
50.359890,-4.115273,0.949751,0.271591,-0.071013,-0.000000,1.855161,-1.069095,0.785398,0.000000,
50.359890,-4.115273,0.942716,0.266991,-0.069808,0.000000,1.855736,-1.059397,0.785398,0.000000,
50.359890,-4.115274,0.935800,0.262544,-0.068644,-0.000000,1.856338,-1.049910,0.785398,0.000000,
50.359890,-4.115274,0.928998,0.258243,-0.067517,-0.000000,1.856964,-1.040625,0.785398,0.000000,
50.359890,-4.115274,0.922306,0.254081,-0.066427,-0.000000,1.857610,-1.031535,0.000000,0.000000,
50.359891,-4.115275,0.915722,0.250051,-0.065372,-0.000000,1.858274,-1.022632,0.000000,0.000000,
50.359891,-4.115275,0.910192,0.249219,-0.046289,-0.000000,1.857534,-1.016333,0.000000,0.000000,
50.359891,-4.115275,0.906416,0.248394,-0.031638,0.000000,1.857172,-1.011911,0.000000,0.000000,
50.359891,-4.115275,0.903832,0.247573,-0.021652,0.000000,1.857066,-1.008770,0.000000,0.000000,
50.359891,-4.115276,0.902063,0.246759,-0.014837,-0.000000,1.857131,-1.006505,0.000000,0.000000,
50.359892,-4.115276,0.900850,0.245949,-0.010180,-0.000000,1.857312,-1.004838,0.000000,0.000000,
50.359892,-4.115276,0.900018,0.245145,-0.006993,0.000000,1.857571,-1.003580,0.000000,0.000000,
50.359892,-4.115277,0.899445,0.244346,-0.004810,-0.000000,1.857883,-1.002605,0.000000,0.000000,
50.359892,-4.115277,0.899051,0.243552,-0.003313,0.000000,1.858229,-1.001823,0.000000,0.000000,
50.359892,-4.115277,0.898780,0.242764,-0.002284,0.000000,1.858599,-1.001175,0.000000,0.000000,
50.359893,-4.115277,0.898592,0.241980,-0.001577,-0.000000,1.858983,-1.000619,0.000000,0.000000,
50.359893,-4.115278,0.898463,0.241202,-0.001090,-0.000000,1.859377,-1.000129,0.000000,0.000000,
50.359893,-4.115278,0.898373,0.240428,-0.000754,-0.000000,1.859777,-0.999683,0.000000,0.000000,
50.359893,-4.115278,0.898311,0.239660,-0.000523,0.000000,1.860180,-0.999269,0.000000,0.000000,
50.359893,-4.115278,0.898269,0.238896,-0.000363,0.000000,1.860585,-0.998878,0.000000,0.000000,
50.359894,-4.115279,0.898239,0.238137,-0.000252,-0.000000,1.860989,-0.998503,0.000000,0.000000,
50.359894,-4.115279,0.898218,0.237383,-0.000175,0.000000,1.861394,-0.998140,0.000000,0.000000,
50.359894,-4.115279,0.898203,0.236634,-0.000122,0.000000,1.861797,-0.997787,0.000000,0.000000,
50.359894,-4.115279,0.898193,0.235890,-0.000085,-0.000000,1.862199,-0.997440,0.000000,0.000000,
50.359894,-4.115280,0.898186,0.235150,-0.000059,-0.000000,1.862599,-0.997099,0.000000,0.000000,
50.359894,-4.115280,0.898181,0.234415,-0.000041,0.000000,1.862997,-0.996762,0.000000,0.000000,
50.359895,-4.115280,0.898178,0.233684,-0.000029,-0.000000,1.863393,-0.996429,0.000000,0.000000,
50.359895,-4.115280,0.898176,0.232958,-0.000020,-0.000000,1.863787,-0.996100,0.000000,0.000000,
50.359895,-4.115281,0.898174,0.232236,-0.000014,-0.000000,1.864179,-0.995773,0.000000,0.000000,
50.359895,-4.115281,0.898173,0.231519,-0.000010,-0.000000,1.864569,-0.995449,0.000000,0.000000,
50.359895,-4.115281,0.898172,0.230807,-0.000007,-0.000000,1.864957,-0.995127,0.000000,0.000000,
50.359896,-4.115281,0.898171,0.230098,-0.000005,0.000000,1.865342,-0.994808,0.000000,0.000000,
50.359896,-4.115282,0.898171,0.229394,-0.000003,0.000000,1.865726,-0.994491,0.000000,0.000000,
50.359896,-4.115282,0.898171,0.228695,-0.000002,0.000000,1.866107,-0.994177,0.000000,0.000000,
50.359896,-4.115282,0.898171,0.227999,-0.000002,0.000000,1.866486,-0.993864,0.000000,0.000000,
50.359896,-4.115282,0.898170,0.227308,-0.000001,-0.000000,1.866863,-0.993554,0.000000,0.000000,
50.359896,-4.115283,0.898170,0.226621,-0.000001,0.000000,1.867239,-0.993245,0.000000,0.000000,
50.359897,-4.115283,0.898170,0.225938,-0.000001,0.000000,1.867611,-0.992939,0.000000,0.000000,
50.359897,-4.115283,0.898170,0.225259,-0.000000,-0.000000,1.867982,-0.992634,0.000000,0.000000,
50.359897,-4.115283,0.898170,0.224584,-0.000000,0.000000,1.868351,-0.992332,0.000000,0.000000,
50.359897,-4.115284,0.898170,0.223914,-0.000000,-0.000000,1.868718,-0.992031,0.000000,0.000000,
50.359897,-4.115284,0.898170,0.223247,-0.000000,0.000000,1.869083,-0.991733,0.000000,0.000000,
50.359898,-4.115284,0.898170,0.222584,-0.000000,-0.000000,1.869445,-0.991436,0.000000,0.000000,
50.359898,-4.115284,0.898170,0.221925,-0.000000,0.000000,1.869806,-0.991141,0.000000,0.000000,
50.359898,-4.115285,0.898170,0.221271,-0.000000,0.000000,1.870165,-0.990848,0.000000,0.000000,
50.359898,-4.115285,0.898170,0.220619,-0.000000,-0.000000,1.870522,-0.990557,0.000000,0.000000,
50.359898,-4.115285,0.898170,0.219972,-0.000000,0.000000,1.870877,-0.990268,0.000000,0.000000,
50.359898,-4.115285,0.898170,0.219329,-0.000000,0.000000,1.871230,-0.989980,0.000000,0.000000,
50.359899,-4.115286,0.898170,0.218689,-0.000000,-0.000000,1.871581,-0.989694,0.000000,0.000000,
50.359899,-4.115286,0.898170,0.218053,-0.000000,0.000000,1.871930,-0.989410,0.000000,0.000000,
50.359899,-4.115286,0.898170,0.217421,-0.000000,-0.000000,1.872277,-0.989128,0.000000,0.000000,
50.359899,-4.115286,0.898170,0.216792,-0.000000,0.000000,1.872623,-0.988848,0.000000,0.000000,
50.359899,-4.115287,0.898170,0.216167,-0.000000,0.000000,1.872966,-0.988569,0.000000,0.000000,
0,0,0,0,0,0.407342,0,0,0,0
