time,clock,step,dvx,dvy,dvz,ax,ay,az,avx,avy,avz,heading,twind,windacc,awind,cmdrudder,cmdsail,lat,long
1565621681.590567,27.899889,0,1.191580,-0.205999,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000003,0.789902,-0.204061,1.448868,-1.768765,0.003537,0.608347,50.695389,-4.234516
1565621681.690628,27.999957,0,1.191580,-0.205999,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000003,0.789902,-0.204061,1.448868,-1.768765,0.003538,0.608346,50.695389,-4.234518
1565621681.790614,28.099934,0,1.191580,-0.205999,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000003,0.789903,-0.204062,1.448869,-1.768766,0.003538,0.608346,50.695389,-4.234519
1565621681.890618,28.199945,0,1.191580,-0.205999,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000003,0.789903,-0.204062,1.448869,-1.768766,0.003538,0.608346,50.695393,-4.234521
1565621681.990628,28.299958,0,1.191579,-0.206000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000003,0.789903,-0.204062,1.448870,-1.768766,0.003538,0.608346,50.695393,-4.234523
1565621682.090615,28.399937,0,1.191579,-0.206000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000002,0.789903,-0.204062,1.448870,-1.768767,0.003538,0.608346,50.695393,-4.234524
1565621682.190608,28.499927,0,1.191579,-0.206000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000002,0.789904,-0.204062,1.448871,-1.768767,0.003539,0.608346,50.695393,-4.234526
1565621682.290617,28.599947,0,1.191579,-0.206000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000002,0.789904,-0.204063,1.448871,-1.768767,0.003539,0.608346,50.695396,-4.234528
1565621682.390563,28.699886,0,1.191579,-0.206000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000002,0.789904,-0.204063,1.448871,-1.768767,0.003539,0.608346,50.695396,-4.234529
1565621682.490653,28.799988,0,1.191578,-0.206000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.789904,-0.204063,1.448872,-1.768767,0.003539,0.608346,50.695396,-4.234531
1565621682.590626,28.899949,0,1.191578,-0.206000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.789905,-0.204063,1.448872,-1.768768,0.003539,0.608346,50.695400,-4.234533
1565621682.690636,28.999966,0,1.191578,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.789905,-0.204063,1.448872,-1.768768,0.003539,0.608346,50.695400,-4.234535
1565621682.790619,29.099942,0,1.191578,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.789905,-0.204063,1.448873,-1.768768,0.003540,0.608346,50.695400,-4.234536
1565621682.890627,29.199955,0,1.191578,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.789905,-0.204063,1.448873,-1.768768,0.003540,0.608346,50.695400,-4.234538
1565621682.990623,29.299954,0,1.191577,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.789905,-0.204064,1.448873,-1.768768,0.003540,0.608346,50.695404,-4.234540
1565621683.090633,29.399952,0,1.191577,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.789905,-0.204064,1.448874,-1.768769,0.003540,0.608346,50.695404,-4.234541
1565621683.190615,29.499938,0,1.191577,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.789906,-0.204064,1.448874,-1.768769,0.003540,0.608346,50.695404,-4.234543
1565621683.290617,29.599952,0,1.191577,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.789906,-0.204064,1.448874,-1.768769,0.003540,0.608346,50.695408,-4.234545
1565621683.390627,29.699959,0,1.191577,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.789906,-0.204064,1.448874,-1.768769,0.003540,0.608346,50.695408,-4.234547
1565621683.490622,29.799944,0,1.191577,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.789906,-0.204064,1.448875,-1.768769,0.003540,0.608346,50.695408,-4.234548
1565621683.590614,29.899936,0,1.191577,-0.206001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.789906,-0.204064,1.448875,-1.768769,0.003540,0.608346,50.695412,-4.234550
1565621683.690618,29.999941,0,1.191577,-0.206002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.789906,-0.204064,1.448875,-1.768769,0.003541,0.608346,50.695412,-4.234552
1565621683.790620,0.000023,1,1.191576,-0.206002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.789906,-0.204064,1.448875,-1.768770,0.003541,0.608346,50.695412,-4.234553
1565621683.890603,0.099995,1,1.191576,-0.206002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.789906,-0.204064,1.448875,-1.768770,-0.004313,1.210106,50.695412,-4.234555
1565621683.990580,0.199982,1,1.191576,-0.206002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.789907,-0.204065,1.448876,-1.768770,-0.004313,1.210106,50.695415,-4.234557
1565621684.090599,0.300006,1,1.175461,-0.165907,0.000000,-0.151145,-0.152585,0.000000,0.000000,0.000000,0.003470,0.790139,-0.203921,1.444999,-1.753679,-0.004131,1.210200,50.695415,-4.234559
1565621684.190619,0.400015,1,1.160718,-0.130486,0.000000,-0.136407,-0.137809,0.000000,0.000000,0.000000,0.003864,0.790513,-0.203364,1.442050,-1.740115,-0.003837,1.210568,50.695415,-4.234560
1565621684.290619,0.500018,1,1.147367,-0.099190,0.000000,-0.123226,-0.124590,0.000000,0.000000,0.000000,0.003929,0.790902,-0.202460,1.439700,-1.727875,-0.003531,1.211166,50.695419,-4.234562
1565621684.390625,0.600028,1,1.135233,-0.071381,0.000000,-0.111531,-0.112854,0.000000,0.000000,0.000000,0.003912,0.791292,-0.201313,1.437818,-1.716782,-0.003225,1.211922,50.695419,-4.234563
1565621684.490619,0.700038,1,1.124202,-0.046627,0.000000,-0.101134,-0.102413,0.000000,0.000000,0.000000,0.003873,0.791680,-0.200013,1.436318,-1.706728,-0.002921,1.212779,50.695419,-4.234565
1565621684.590621,0.800025,1,1.114154,-0.024524,0.000000,-0.091862,-0.093095,0.000000,0.000000,0.000000,0.003824,0.792062,-0.198625,1.435130,-1.697605,-0.002620,1.213693,50.695419,-4.234567
1565621684.690654,0.900057,1,1.104988,-0.004743,0.000000,-0.083563,-0.084748,0.000000,0.000000,0.000000,0.003766,0.792439,-0.197198,1.434198,-1.689320,-0.002324,1.214632,50.695423,-4.234568
1565621684.790631,1.000034,1,1.096609,0.013020,0.000000,-0.076105,-0.077242,0.000000,0.000000,0.000000,0.003702,0.792811,-0.195767,1.433477,-1.681784,-0.002032,1.215573,50.695423,-4.234570
1565621684.890635,1.100040,1,1.088948,0.028982,0.000000,-0.069400,-0.070488,0.000000,0.000000,0.000000,0.003633,0.793175,-0.194360,1.432932,-1.674932,-0.001746,1.216497,50.695423,-4.234571
1565621684.990662,1.200072,1,1.081928,0.043373,0.000000,-0.063346,-0.064385,0.000000,0.000000,0.000000,0.003560,0.793533,-0.192992,1.432530,-1.668692,-0.001465,1.217394,50.695427,-4.234573
1565621685.090636,1.300039,1,1.075492,0.056364,0.000000,-0.057872,-0.058863,0.000000,0.000000,0.000000,0.003484,0.793883,-0.191678,1.432247,-1.663008,-0.001190,1.218256,50.695427,-4.234574
1565621685.190594,1.400001,1,1.069581,0.068118,0.000000,-0.052917,-0.053859,0.000000,0.000000,0.000000,0.003405,0.794226,-0.190424,1.432062,-1.657825,-0.000921,1.219078,50.695427,-4.234576
1565621685.290625,1.500018,1,1.064160,0.078747,0.000000,-0.048423,-0.049319,0.000000,0.000000,0.000000,0.003325,0.794560,-0.189238,1.431959,-1.653106,-0.000658,1.219854,50.695427,-4.234578
1565621685.390638,1.600044,1,1.059172,0.088396,0.000000,-0.044342,-0.045191,0.000000,0.000000,0.000000,0.003242,0.794886,-0.188120,1.431922,-1.648799,-0.000402,1.220585,50.695431,-4.234579
1565621685.490638,1.700032,1,1.054580,0.097164,0.000000,-0.040623,-0.041428,0.000000,0.000000,0.000000,0.003159,0.795205,-0.187070,1.431940,-1.644866,-0.000152,1.221271,50.695431,-4.234581
1565621685.590591,1.799987,1,1.050360,0.105121,0.000000,-0.037240,-0.038001,0.000000,0.000000,0.000000,0.003075,0.795514,-0.186091,1.432003,-1.641284,0.000091,1.221911,50.695431,-4.234582
1565621685.690650,1.900055,1,1.046470,0.112368,0.000000,-0.034157,-0.034876,0.000000,0.000000,0.000000,0.002990,0.795815,-0.185179,1.432103,-1.638012,0.000328,1.222506,50.695431,-4.234584
1565621685.790666,2.000062,1,1.042881,0.118977,0.000000,-0.031346,-0.032024,0.000000,0.000000,0.000000,0.002906,0.796108,-0.184330,1.432232,-1.635023,0.000558,1.223060,50.695435,-4.234585
1565621685.890627,2.100020,1,1.039573,0.125000,0.000000,-0.028776,-0.029415,0.000000,0.000000,0.000000,0.002822,0.796393,-0.183545,1.432385,-1.632295,0.000781,1.223572,50.695435,-4.234587
1565621685.990634,2.200053,1,1.036520,0.130499,0.000000,-0.026430,-0.027033,0.000000,0.000000,0.000000,0.002739,0.796669,-0.182818,1.432556,-1.629803,0.000998,1.224046,50.695435,-4.234588
1565621686.090638,2.300044,1,1.033701,0.135523,0.000000,-0.024284,-0.024851,0.000000,0.000000,0.000000,0.002656,0.796937,-0.182147,1.432743,-1.627527,0.001209,1.224483,50.695435,-4.234590
1565621686.190633,2.400027,1,1.031096,0.140116,0.000000,-0.022321,-0.022854,0.000000,0.000000,0.000000,0.002574,0.797197,-0.181529,1.432941,-1.625449,0.001413,1.224885,50.695438,-4.234591
1565621686.290663,2.500063,1,1.028688,0.144320,0.000000,-0.020522,-0.021023,0.000000,0.000000,0.000000,0.002494,0.797449,-0.180960,1.433147,-1.623550,0.001611,1.225255,50.695438,-4.234593
1565621686.390589,2.599997,1,1.026460,0.148172,0.000000,-0.018875,-0.019345,0.000000,0.000000,0.000000,0.002414,0.797693,-0.180436,1.433359,-1.621814,0.001802,1.225596,50.695438,-4.234594
1565621686.490681,2.700091,1,1.024400,0.151696,0.000000,-0.017366,-0.017807,0.000000,0.000000,0.000000,0.002337,0.797929,-0.179957,1.433575,-1.620231,0.001988,1.225908,50.695438,-4.234596
1565621686.590674,2.800084,1,1.022493,0.154929,0.000000,-0.015983,-0.016396,0.000000,0.000000,0.000000,0.002260,0.798157,-0.179518,1.433793,-1.618784,0.002167,1.226193,50.695442,-4.234597
1565621686.690630,2.900023,1,1.020726,0.157896,0.000000,-0.014713,-0.015100,0.000000,0.000000,0.000000,0.002185,0.798378,-0.179115,1.434011,-1.617461,0.002340,1.226455,50.695442,-4.234599
1565621686.790638,3.000035,1,1.019090,0.160617,0.000000,-0.013548,-0.013911,0.000000,0.000000,0.000000,0.002111,0.798592,-0.178748,1.434230,-1.616254,0.002508,1.226694,50.695442,-4.234600
1565621686.890654,3.100058,1,1.017573,0.163116,0.000000,-0.012481,-0.012820,0.000000,0.000000,0.000000,0.002040,0.798798,-0.178412,1.434447,-1.615152,0.002670,1.226912,50.695442,-4.234601
1565621686.990638,3.200029,1,1.016165,0.165414,0.000000,-0.011499,-0.011816,0.000000,0.000000,0.000000,0.001969,0.798997,-0.178106,1.434661,-1.614145,0.002826,1.227111,50.695446,-4.234603
1565621687.090635,3.300038,1,1.014860,0.167524,0.000000,-0.010598,-0.010894,0.000000,0.000000,0.000000,0.001901,0.799189,-0.177827,1.434873,-1.613225,0.002977,1.227292,50.695446,-4.234604
1565621687.190589,3.399988,1,1.013648,0.169466,0.000000,-0.009769,-0.010046,0.000000,0.000000,0.000000,0.001834,0.799375,-0.177573,1.435082,-1.612386,0.003123,1.227457,50.695446,-4.234606
1565621687.290599,3.500009,1,1.012523,0.171252,0.000000,-0.009008,-0.009266,0.000000,0.000000,0.000000,0.001770,0.799554,-0.177342,1.435286,-1.611620,0.003264,1.227606,50.695446,-4.234608
1565621687.390617,3.600011,1,1.011477,0.172895,0.000000,-0.008308,-0.008549,0.000000,0.000000,0.000000,0.001707,0.799726,-0.177133,1.435486,-1.610921,0.003399,1.227742,50.695450,-4.234609
1565621687.490619,3.700011,1,1.010506,0.174408,0.000000,-0.007664,-0.007890,0.000000,0.000000,0.000000,0.001645,0.799893,-0.176943,1.435682,-1.610283,0.003530,1.227865,50.695450,-4.234611
1565621687.590634,3.800026,1,1.009601,0.175803,0.000000,-0.007072,-0.007283,0.000000,0.000000,0.000000,0.001586,0.800054,-0.176771,1.435873,-1.609701,0.003656,1.227977,50.695450,-4.234612
1565621687.690641,3.900031,1,1.008761,0.177087,0.000000,-0.006528,-0.006724,0.000000,0.000000,0.000000,0.001528,0.800208,-0.176616,1.436059,-1.609171,0.003778,1.228078,50.695450,-4.234613
1565621687.790591,3.999990,1,1.007979,0.178271,0.000000,-0.006027,-0.006210,0.000000,0.000000,0.000000,0.001472,0.800357,-0.176475,1.436241,-1.608687,0.003895,1.228169,50.695454,-4.234615
1565621687.890647,4.100037,1,1.007251,0.179362,0.000000,-0.005566,-0.005736,0.000000,0.000000,0.000000,0.001417,0.800501,-0.176349,1.436417,-1.608247,0.004007,1.228251,50.695454,-4.234616
1565621687.990577,4.199976,1,1.006572,0.180369,0.000000,-0.005140,-0.005299,0.000000,0.000000,0.000000,0.001365,0.800639,-0.176235,1.436588,-1.607845,0.004116,1.228325,50.695454,-4.234618
1565621688.090661,4.300078,1,1.005940,0.181299,0.000000,-0.004749,-0.004897,0.000000,0.000000,0.000000,0.001314,0.800772,-0.176133,1.436754,-1.607479,0.004220,1.228391,50.695454,-4.234619
1565621688.190601,4.399990,1,1.005350,0.182157,0.000000,-0.004389,-0.004527,0.000000,0.000000,0.000000,0.001265,0.800900,-0.176041,1.436915,-1.607147,0.004321,1.228451,50.695457,-4.234621
1565621688.290568,4.499964,1,1.004801,0.182948,0.000000,-0.004057,-0.004186,0.000000,0.000000,0.000000,0.001217,0.801023,-0.175959,1.437071,-1.606844,0.004418,1.228504,50.695457,-4.234622
1565621688.390632,4.600025,1,1.004288,0.183679,0.000000,-0.003751,-0.003871,0.000000,0.000000,0.000000,0.001171,0.801142,-0.175885,1.437222,-1.606568,0.004511,1.228552,50.695457,-4.234624
1565621688.490645,4.700047,1,1.003809,0.184355,0.000000,-0.003470,-0.003581,0.000000,0.000000,0.000000,0.001126,0.801256,-0.175820,1.437368,-1.606318,0.004601,1.228594,50.695461,-4.234625
1565621688.590589,4.799995,1,1.003361,0.184980,0.000000,-0.003210,-0.003314,0.000000,0.000000,0.000000,0.001083,0.801366,-0.175762,1.437509,-1.606090,0.004687,1.228632,50.695461,-4.234627
1565621688.690569,4.899964,1,1.002943,0.185557,0.000000,-0.002970,-0.003067,0.000000,0.000000,0.000000,0.001042,0.801471,-0.175710,1.437645,-1.605884,0.004770,1.228665,50.695461,-4.234628
1565621688.790602,5.000030,1,1.002552,0.186092,0.000000,-0.002749,-0.002839,0.000000,0.000000,0.000000,0.001001,0.801573,-0.175665,1.437777,-1.605696,0.004849,1.228694,50.695461,-4.234630
1565621688.890588,5.099988,1,1.002187,0.186586,0.000000,-0.002545,-0.002629,0.000000,0.000000,0.000000,0.000963,0.801670,-0.175625,1.437905,-1.605526,0.004926,1.228720,50.695465,-4.234631
1565621688.990615,5.200018,1,1.001845,0.187043,0.000000,-0.002357,-0.002436,0.000000,0.000000,0.000000,0.000925,0.801764,-0.175590,1.438027,-1.605372,0.005000,1.228743,50.695465,-4.234632
1565621689.090641,5.300034,1,1.001525,0.187466,0.000000,-0.002184,-0.002257,0.000000,0.000000,0.000000,0.000889,0.801854,-0.175560,1.438146,-1.605232,0.005070,1.228763,50.695465,-4.234634
1565621689.190590,5.399997,1,1.001226,0.187858,0.000000,-0.002023,-0.002091,0.000000,0.000000,0.000000,0.000855,0.801941,-0.175533,1.438260,-1.605106,0.005138,1.228780,50.695465,-4.234635
1565621689.290631,5.500023,1,1.000945,0.188221,0.000000,-0.001876,-0.001939,0.000000,0.000000,0.000000,0.000821,0.802024,-0.175511,1.438370,-1.604992,0.005204,1.228794,50.695469,-4.234637
1565621689.390632,5.600029,1,1.000682,0.188557,0.000000,-0.001739,-0.001798,0.000000,0.000000,0.000000,0.000789,0.802104,-0.175491,1.438476,-1.604889,0.005267,1.228807,50.695469,-4.234638
1565621689.490636,5.700033,1,1.000435,0.188869,0.000000,-0.001613,-0.001668,0.000000,0.000000,0.000000,0.000758,0.802181,-0.175475,1.438579,-1.604796,0.005327,1.228817,50.695469,-4.234640
1565621689.590636,5.800037,1,1.000204,0.189158,0.000000,-0.001496,-0.001548,0.000000,0.000000,0.000000,0.000728,0.802254,-0.175462,1.438677,-1.604712,0.005385,1.228826,50.695469,-4.234641
1565621689.690580,5.899988,1,0.999986,0.189426,0.000000,-0.001388,-0.001436,0.000000,0.000000,0.000000,0.000699,0.802325,-0.175450,1.438772,-1.604637,0.005441,1.228834,50.695473,-4.234643
1565621689.790561,5.999954,1,0.999782,0.189675,0.000000,-0.001289,-0.001334,0.000000,0.000000,0.000000,0.000671,0.802393,-0.175441,1.438864,-1.604569,0.005494,1.228839,50.695473,-4.234644
1565621689.890633,6.100023,1,0.999591,0.189905,0.000000,-0.001197,-0.001239,0.000000,0.000000,0.000000,0.000645,0.802459,-0.175434,1.438952,-1.604509,0.005545,1.228844,50.695473,-4.234646
1565621689.990550,6.199940,1,0.999411,0.190120,0.000000,-0.001112,-0.001151,0.000000,0.000000,0.000000,0.000619,0.802522,-0.175429,1.439036,-1.604454,0.005595,1.228847,50.695473,-4.234647
1565621690.090603,6.300026,1,0.999241,0.190319,0.000000,-0.001033,-0.001070,0.000000,0.000000,0.000000,0.000594,0.802582,-0.175425,1.439118,-1.604405,0.005642,1.228850,50.695477,-4.234649
1565621690.190628,6.400044,1,0.999082,0.190504,0.000000,-0.000961,-0.000994,0.000000,0.000000,0.000000,0.000571,0.802640,-0.175423,1.439196,-1.604362,0.005687,1.228851,50.695477,-4.234650
1565621690.290591,6.500011,1,0.998932,0.190676,0.000000,-0.000893,-0.000925,0.000000,0.000000,0.000000,0.000548,0.802695,-0.175422,1.439271,-1.604323,0.005731,1.228852,50.695477,-4.234652
1565621690.390571,6.599967,1,0.998791,0.190835,0.000000,-0.000831,-0.000860,0.000000,0.000000,0.000000,0.000526,0.802749,-0.175422,1.439344,-1.604289,0.005773,1.228852,50.695477,-4.234653
1565621690.490611,6.700016,1,0.998658,0.190984,0.000000,-0.000773,-0.000800,0.000000,0.000000,0.000000,0.000505,0.802800,-0.175423,1.439413,-1.604259,0.005813,1.228851,50.695480,-4.234654
1565621690.590600,6.800008,1,0.998533,0.191122,0.000000,-0.000720,-0.000745,0.000000,0.000000,0.000000,0.000484,0.802849,-0.175425,1.439481,-1.604232,0.005852,1.228850,50.695480,-4.234656
1565621690.690636,6.900025,1,0.998415,0.191251,0.000000,-0.000670,-0.000694,0.000000,0.000000,0.000000,0.000465,0.802896,-0.175427,1.439545,-1.604208,0.005889,1.228848,50.695480,-4.234657
1565621690.790631,7.000038,1,0.998304,0.191371,0.000000,-0.000624,-0.000647,0.000000,0.000000,0.000000,0.000446,0.802941,-0.175431,1.439607,-1.604187,0.005924,1.228846,50.695480,-4.234659
1565621690.890636,7.100028,1,0.998199,0.191483,0.000000,-0.000582,-0.000603,0.000000,0.000000,0.000000,0.000428,0.802985,-0.175434,1.439666,-1.604169,0.005958,1.228844,50.695484,-4.234660
1565621690.990658,7.200055,1,0.998100,0.191587,0.000000,-0.000542,-0.000562,0.000000,0.000000,0.000000,0.000411,0.803026,-0.175438,1.439723,-1.604154,0.005991,1.228841,50.695484,-4.234662
1565621691.090628,7.300023,1,0.998007,0.191684,0.000000,-0.000506,-0.000524,0.000000,0.000000,0.000000,0.000394,0.803066,-0.175443,1.439778,-1.604140,0.006022,1.228838,50.695484,-4.234663
1565621691.190586,7.399994,1,0.997918,0.191774,0.000000,-0.000472,-0.000489,0.000000,0.000000,0.000000,0.000378,0.803105,-0.175448,1.439831,-1.604129,0.006053,1.228835,50.695484,-4.234664
1565621691.290646,7.500052,1,0.997835,0.191858,0.000000,-0.000440,-0.000456,0.000000,0.000000,0.000000,0.000363,0.803141,-0.175453,1.439882,-1.604119,0.006081,1.228832,50.695488,-4.234666
1565621691.390642,7.600036,1,0.997756,0.191937,0.000000,-0.000411,-0.000426,0.000000,0.000000,0.000000,0.000348,0.803177,-0.175459,1.439930,-1.604111,0.006109,1.228828,50.695488,-4.234668
1565621691.490626,7.700027,1,0.997682,0.192010,0.000000,-0.000384,-0.000398,0.000000,0.000000,0.000000,0.000334,0.803210,-0.175465,1.439977,-1.604104,0.006136,1.228824,50.695488,-4.234669
1565621691.590592,7.800002,1,0.997611,0.192079,0.000000,-0.000359,-0.000372,0.000000,0.000000,0.000000,0.000320,0.803243,-0.175471,1.440022,-1.604098,0.006161,1.228820,50.695488,-4.234671
1565621691.690554,7.899944,1,0.997544,0.192143,0.000000,-0.000335,-0.000348,0.000000,0.000000,0.000000,0.000307,0.803274,-0.175477,1.440065,-1.604094,0.006186,1.228817,50.695488,-4.234672
1565621691.790636,8.000025,1,0.997481,0.192203,0.000000,-0.000314,-0.000325,0.000000,0.000000,0.000000,0.000295,0.803304,-0.175483,1.440106,-1.604091,0.006209,1.228813,50.695492,-4.234674
1565621691.890650,8.100053,1,0.997421,0.192259,0.000000,-0.000294,-0.000304,0.000000,0.000000,0.000000,0.000282,0.803333,-0.175489,1.440146,-1.604088,0.006232,1.228809,50.695492,-4.234675
1565621691.990575,8.199972,1,0.997365,0.192312,0.000000,-0.000275,-0.000285,0.000000,0.000000,0.000000,0.000271,0.803360,-0.175495,1.440184,-1.604086,0.006253,1.228805,50.695492,-4.234676
1565621692.090655,8.300069,1,0.997311,0.192361,0.000000,-0.000257,-0.000267,0.000000,0.000000,0.000000,0.000260,0.803386,-0.175501,1.440221,-1.604085,0.006274,1.228801,50.695492,-4.234678
1565621692.190570,8.399966,1,0.997260,0.192407,0.000000,-0.000241,-0.000250,0.000000,0.000000,0.000000,0.000249,0.803412,-0.175507,1.440256,-1.604085,0.006294,1.228797,50.695496,-4.234679
1565621692.290638,8.500027,1,0.997212,0.192450,0.000000,-0.000226,-0.000234,0.000000,0.000000,0.000000,0.000239,0.803436,-0.175513,1.440289,-1.604085,0.006313,1.228793,50.695496,-4.234681
1565621692.390637,8.600026,1,0.997166,0.192490,0.000000,-0.000212,-0.000220,0.000000,0.000000,0.000000,0.000229,0.803459,-0.175519,1.440322,-1.604086,0.006331,1.228789,50.695496,-4.234682
1565621692.490558,8.699952,1,0.997123,0.192528,0.000000,-0.000199,-0.000206,0.000000,0.000000,0.000000,0.000220,0.803482,-0.175525,1.440353,-1.604087,0.006349,1.228785,50.695496,-4.234684
1565621692.590586,8.800005,1,0.997082,0.192564,0.000000,-0.000186,-0.000193,0.000000,0.000000,0.000000,0.000211,0.803503,-0.175531,1.440383,-1.604089,0.006365,1.228781,50.695499,-4.234685
1565621692.690592,8.899996,1,0.997042,0.192597,0.000000,-0.000175,-0.000181,0.000000,0.000000,0.000000,0.000202,0.803523,-0.175537,1.440411,-1.604091,0.006381,1.228777,50.695499,-4.234687
1565621692.790563,8.999977,1,0.997005,0.192628,0.000000,-0.000164,-0.000170,0.000000,0.000000,0.000000,0.000194,0.803543,-0.175542,1.440438,-1.604093,0.006397,1.228774,50.695499,-4.234688
1565621692.890619,9.100013,1,0.996970,0.192657,0.000000,-0.000154,-0.000160,0.000000,0.000000,0.000000,0.000186,0.803562,-0.175548,1.440465,-1.604095,0.006412,1.228770,50.695499,-4.234690
1565621692.990549,9.199937,1,0.996937,0.192685,0.000000,-0.000145,-0.000150,0.000000,0.000000,0.000000,0.000178,0.803580,-0.175553,1.440490,-1.604098,0.006426,1.228767,50.695503,-4.234691
1565621693.090555,9.299947,1,0.996905,0.192711,0.000000,-0.000136,-0.000142,0.000000,0.000000,0.000000,0.000171,0.803597,-0.175559,1.440514,-1.604101,0.006439,1.228763,50.695503,-4.234693
1565621693.190586,9.399984,1,0.996874,0.192735,0.000000,-0.000128,-0.000133,0.000000,0.000000,0.000000,0.000164,0.803614,-0.175564,1.440537,-1.604104,0.006453,1.228760,50.695503,-4.234694
1565621693.290551,9.499941,1,0.996846,0.192758,0.000000,-0.000121,-0.000125,0.000000,0.000000,0.000000,0.000157,0.803630,-0.175569,1.440560,-1.604107,0.006465,1.228756,50.695503,-4.234695
1565621693.390582,9.599974,1,0.996818,0.192780,0.000000,-0.000114,-0.000118,0.000000,0.000000,0.000000,0.000150,0.803645,-0.175574,1.440581,-1.604110,0.006477,1.228753,50.695507,-4.234697
1565621693.490625,9.700026,1,0.996792,0.192800,0.000000,-0.000107,-0.000111,0.000000,0.000000,0.000000,0.000144,0.803660,-0.175579,1.440602,-1.604113,0.006489,1.228750,50.695507,-4.234698
1565621693.590593,9.799999,1,0.996767,0.192819,0.000000,-0.000101,-0.000105,0.000000,0.000000,0.000000,0.000138,0.803674,-0.175584,1.440621,-1.604116,0.006500,1.228747,50.695507,-4.234700
1565621693.690677,9.900094,1,0.996744,0.192837,0.000000,-0.000095,-0.000099,0.000000,0.000000,0.000000,0.000133,0.803687,-0.175588,1.440640,-1.604120,0.006510,1.228744,50.695507,-4.234701
1565621693.790570,9.999966,1,0.996721,0.192854,0.000000,-0.000090,-0.000093,0.000000,0.000000,0.000000,0.000127,0.803700,-0.175593,1.440658,-1.604123,0.006520,1.228741,50.695511,-4.234703
1565621693.890607,0.000024,2,0.996700,0.192870,0.000000,-0.000085,-0.000088,0.000000,0.000000,0.000000,0.000122,0.803712,-0.175597,1.440675,-1.604126,0.006530,1.228738,50.695511,-4.234704
1565621693.990647,0.100068,2,0.996679,0.192885,0.000000,-0.000080,-0.000083,0.000000,0.000000,0.000000,0.000117,0.803724,-0.175601,1.440692,-1.604130,0.785398,0.000000,50.695511,-4.234705
1565621694.090635,0.200058,2,0.996660,0.192900,0.000000,-0.000075,-0.000078,0.000000,0.000000,0.000000,0.000112,0.803736,-0.175605,1.440708,-1.604133,0.785398,0.000000,50.695511,-4.234707
1565621694.190579,0.300009,2,0.944092,0.305936,0.000000,-0.646347,-0.651568,0.000000,0.000000,0.000000,-0.219902,0.789421,-0.139920,1.421516,-1.522968,0.785398,0.000000,50.695515,-4.234708
1565621694.290643,0.400074,2,0.903422,0.391583,0.000000,-0.607755,-0.584027,0.000000,0.000000,0.000000,-0.246617,0.765491,-0.102545,1.398631,-1.435145,0.785398,0.000000,50.695515,-4.234710
1565621694.390588,0.500005,2,0.865284,0.454832,0.000000,-0.572582,-0.523463,0.000000,0.000000,0.000000,-0.249556,0.740613,-0.070708,1.383239,-1.349417,0.785398,0.000000,50.695515,-4.234711
1565621694.490609,0.600037,2,0.828786,0.499896,0.000000,-0.540044,-0.469509,0.000000,0.000000,0.000000,-0.249933,0.715644,-0.044937,1.375107,-1.267170,0.785398,0.000000,50.695515,-4.234712
1565621694.590636,0.700042,2,0.793702,0.530388,0.000000,-0.509779,-0.421288,0.000000,0.000000,0.000000,-0.249988,0.690640,-0.024613,1.373096,-1.188672,0.785398,0.000000,50.695518,-4.234713
1565621694.690622,0.800036,2,0.760019,0.549190,0.000000,-0.481568,-0.378136,0.000000,0.000000,0.000000,-0.249998,0.665663,-0.008946,1.376118,-1.114225,0.785398,0.000000,50.695518,-4.234714
