time,clock,step,dvx,dvy,dvz,ax,ay,az,avx,avy,avz,heading,twind,twinda,windacc,awind,cmdrudder,cmdsail,lat,long
1568025132.396001,17.699891,0,0.949808,0.962596,0.000000,-0.000031,-0.000032,0.000000,0.000000,0.000000,0.000026,0.792085,0.000000,2.000000,1.424603,-1.533991,0.005252,1.340759,50.359906,-4.115122
1568025132.495982,17.799873,0,0.949803,0.962596,0.000000,-0.000030,-0.000030,0.000000,0.000000,0.000000,0.000025,0.792088,0.000000,2.000000,1.424607,-1.533991,0.005254,1.340759,50.359907,-4.115124
1568025132.596052,17.899953,0,0.949798,0.962595,0.000000,-0.000028,-0.000028,0.000000,0.000000,0.000000,0.000023,0.792090,0.000000,2.000000,1.424610,-1.533990,0.005256,1.340759,50.359908,-4.115125
1568025132.695997,17.999891,0,0.949793,0.962594,0.000000,-0.000026,-0.000027,0.000000,0.000000,0.000000,0.000022,0.792092,0.000000,2.000000,1.424613,-1.533990,0.005257,1.340759,50.359908,-4.115126
1568025132.795985,18.099877,0,0.949788,0.962594,0.000000,-0.000025,-0.000025,0.000000,0.000000,0.000000,0.000021,0.792094,0.000000,2.000000,1.424616,-1.533990,0.005259,1.340759,50.359909,-4.115128
1568025132.895987,18.199880,0,0.949784,0.962593,0.000000,-0.000023,-0.000024,0.000000,0.000000,0.000000,0.000020,0.792096,0.000000,2.000000,1.424619,-1.533989,0.005261,1.340759,50.359910,-4.115129
1568025132.996003,18.299900,0,0.949780,0.962593,0.000000,-0.000022,-0.000022,0.000000,0.000000,0.000000,0.000019,0.792098,0.000000,2.000000,1.424622,-1.533989,0.005262,1.340759,50.359911,-4.115130
1568025133.095998,18.399893,0,0.949776,0.962592,0.000000,-0.000021,-0.000021,0.000000,0.000000,0.000000,0.000018,0.792100,-0.000000,2.000000,1.424624,-1.533989,0.005263,1.340759,50.359912,-4.115132
1568025133.196000,18.499898,0,0.949772,0.962592,0.000000,-0.000020,-0.000020,0.000000,0.000000,0.000000,0.000017,0.792102,0.000000,2.000000,1.424627,-1.533988,0.005265,1.340759,50.359913,-4.115133
1568025133.295989,18.599882,0,0.949769,0.962592,0.000000,-0.000019,-0.000019,0.000000,0.000000,0.000000,0.000016,0.792103,0.000000,2.000000,1.424629,-1.533988,0.005266,1.340759,50.359914,-4.115134
1568025133.396045,18.699970,0,0.949765,0.962591,0.000000,-0.000018,-0.000018,0.000000,0.000000,0.000000,0.000015,0.792105,-0.000000,2.000000,1.424631,-1.533988,0.005267,1.340759,50.359915,-4.115136
1568025133.496039,18.799982,0,0.949762,0.962591,0.000000,-0.000017,-0.000017,0.000000,0.000000,0.000000,0.000014,0.792106,0.000000,2.000000,1.424633,-1.533988,0.005268,1.340759,50.359916,-4.115137
1568025133.596004,18.899900,0,0.949759,0.962590,0.000000,-0.000016,-0.000016,0.000000,0.000000,0.000000,0.000013,0.792108,0.000000,2.000000,1.424635,-1.533988,0.005270,1.340759,50.359917,-4.115138
1568025133.696088,18.999994,0,0.949757,0.962590,0.000000,-0.000015,-0.000015,0.000000,0.000000,0.000000,0.000012,0.792109,0.000000,2.000000,1.424637,-1.533987,0.005270,1.340759,50.359918,-4.115140
1568025133.796069,19.099986,0,0.949754,0.962590,0.000000,-0.000014,-0.000014,0.000000,0.000000,0.000000,0.000012,0.792110,-0.000000,2.000000,1.424639,-1.533987,0.005271,1.340759,50.359918,-4.115141
1568025133.896076,19.199977,0,0.949752,0.962589,0.000000,-0.000013,-0.000013,0.000000,0.000000,0.000000,0.000011,0.792111,0.000000,2.000000,1.424640,-1.533987,0.005272,1.340759,50.359919,-4.115143
1568025133.996033,19.299925,0,0.949749,0.962589,0.000000,-0.000012,-0.000013,0.000000,0.000000,0.000000,0.000010,0.792112,0.000000,2.000000,1.424642,-1.533987,0.005273,1.340759,50.359920,-4.115144
1568025134.096045,19.399939,0,0.949747,0.962589,0.000000,-0.000012,-0.000012,0.000000,0.000000,0.000000,0.000010,0.792113,-0.000000,2.000000,1.424643,-1.533987,0.005274,1.340759,50.359921,-4.115145
1568025134.196022,19.499934,0,0.949745,0.962589,0.000000,-0.000011,-0.000011,0.000000,0.000000,0.000000,0.000009,0.792114,-0.000000,2.000000,1.424645,-1.533986,0.005275,1.340758,50.359922,-4.115147
1568025134.296042,19.599931,0,0.949743,0.962588,0.000000,-0.000010,-0.000011,0.000000,0.000000,0.000000,0.000009,0.792115,0.000000,2.000000,1.424646,-1.533986,0.005275,1.340759,50.359923,-4.115148
1568025134.395991,19.699883,0,0.949741,0.962588,0.000000,-0.000010,-0.000010,0.000000,0.000000,0.000000,0.000008,0.792116,-0.000000,2.000000,1.424647,-1.533986,0.005276,1.340759,50.359924,-4.115149
1568025134.496070,19.799966,0,0.949740,0.962588,0.000000,-0.000009,-0.000009,0.000000,0.000000,0.000000,0.000008,0.792117,-0.000000,2.000000,1.424648,-1.533986,0.005277,1.340759,50.359925,-4.115151
1568025134.596033,19.899930,0,0.949738,0.962588,0.000000,-0.000009,-0.000009,0.000000,0.000000,0.000000,0.000007,0.792117,-0.000000,2.000000,1.424649,-1.533986,0.005277,1.340758,50.359926,-4.115152
1568025134.696137,20.000042,0,0.949737,0.962588,0.000000,-0.000008,-0.000008,0.000000,0.000000,0.000000,0.000007,0.792118,-0.000000,2.000000,1.424650,-1.533986,0.005278,1.340759,50.359927,-4.115153
1568025134.796052,20.099950,0,0.949735,0.962587,0.000000,-0.000008,-0.000008,0.000000,0.000000,0.000000,0.000007,0.792119,-0.000000,2.000000,1.424651,-1.533986,0.005278,1.340758,50.359928,-4.115155
1568025134.896040,20.199946,0,0.949734,0.962587,0.000000,-0.000007,-0.000007,0.000000,0.000000,0.000000,0.000006,0.792119,-0.000000,2.000000,1.424652,-1.533986,0.005279,1.340759,50.359928,-4.115156
1568025134.996011,20.299912,0,0.949733,0.962587,0.000000,-0.000007,-0.000007,0.000000,0.000000,0.000000,0.000006,0.792120,0.000000,2.000000,1.424653,-1.533985,0.005279,1.340759,50.359929,-4.115157
1568025135.095975,20.399865,0,0.949731,0.962587,0.000000,-0.000007,-0.000007,0.000000,0.000000,0.000000,0.000005,0.792121,0.000000,2.000000,1.424654,-1.533985,0.005280,1.340759,50.359930,-4.115159
1568025135.196062,20.499976,0,0.949730,0.962587,0.000000,-0.000006,-0.000006,0.000000,0.000000,0.000000,0.000005,0.792121,-0.000000,2.000000,1.424654,-1.533985,0.005280,1.340758,50.359931,-4.115160
1568025135.296056,20.599964,0,0.949729,0.962587,0.000000,-0.000006,-0.000006,0.000000,0.000000,0.000000,0.000005,0.792122,0.000000,2.000000,1.424655,-1.533985,0.005281,1.340759,50.359932,-4.115161
1568025135.396067,20.699986,0,0.949728,0.962587,0.000000,-0.000005,-0.000006,0.000000,0.000000,0.000000,0.000005,0.792122,0.000000,2.000000,1.424656,-1.533985,0.005281,1.340759,50.359933,-4.115163
1568025135.496073,20.799981,0,0.949727,0.962586,0.000000,-0.000005,-0.000005,0.000000,0.000000,0.000000,0.000004,0.792123,-0.000000,2.000000,1.424656,-1.533985,0.005281,1.340759,50.359934,-4.115164
1568025135.596106,20.900002,0,0.949726,0.962586,0.000000,-0.000005,-0.000005,0.000000,0.000000,0.000000,0.000004,0.792123,0.000000,2.000000,1.424657,-1.533985,0.005282,1.340759,50.359935,-4.115166
1568025135.695995,20.999890,0,0.949725,0.962586,0.000000,-0.000005,-0.000005,0.000000,0.000000,0.000000,0.000004,0.792123,0.000000,2.000000,1.424657,-1.533985,0.005282,1.340759,50.359936,-4.115167
1568025135.796034,21.099925,0,0.949725,0.962586,0.000000,-0.000004,-0.000004,0.000000,0.000000,0.000000,0.000004,0.792124,0.000000,2.000000,1.424658,-1.533985,0.005282,1.340759,50.359937,-4.115168
1568025135.896054,21.199948,0,0.949724,0.962586,0.000000,-0.000004,-0.000004,0.000000,0.000000,0.000000,0.000003,0.792124,-0.000000,2.000000,1.424659,-1.533985,0.005282,1.340759,50.359938,-4.115170
1568025135.996018,21.299920,0,0.949723,0.962586,0.000000,-0.000004,-0.000004,0.000000,0.000000,0.000000,0.000003,0.792124,0.000000,2.000000,1.424659,-1.533985,0.005283,1.340759,50.359938,-4.115171
1568025136.096061,21.399961,0,0.949722,0.962586,0.000000,-0.000004,-0.000004,0.000000,0.000000,0.000000,0.000003,0.792125,-0.000000,2.000000,1.424659,-1.533985,0.005283,1.340759,50.359939,-4.115172
1568025136.196060,21.499962,0,0.949722,0.962586,0.000000,-0.000003,-0.000004,0.000000,0.000000,0.000000,0.000003,0.792125,-0.000000,2.000000,1.424660,-1.533985,0.005283,1.340759,50.359940,-4.115174
1568025136.296003,21.599898,0,0.949721,0.962586,0.000000,-0.000003,-0.000003,0.000000,0.000000,0.000000,0.000003,0.792125,0.000000,2.000000,1.424660,-1.533985,0.005283,1.340759,50.359941,-4.115175
1568025136.396000,21.699898,0,0.949721,0.962586,0.000000,-0.000003,-0.000003,0.000000,0.000000,0.000000,0.000003,0.792125,-0.000000,2.000000,1.424661,-1.533985,0.005284,1.340758,50.359942,-4.115176
1568025136.496019,21.799912,0,0.949720,0.962586,0.000000,-0.000003,-0.000003,0.000000,0.000000,0.000000,0.000002,0.792126,-0.000000,2.000000,1.424661,-1.533985,0.005284,1.340758,50.359943,-4.115178
1568025136.596012,21.899910,0,0.949720,0.962585,0.000000,-0.000003,-0.000003,0.000000,0.000000,0.000000,0.000002,0.792126,0.000000,2.000000,1.424661,-1.533985,0.005284,1.340759,50.359944,-4.115179
1568025136.696054,21.999961,0,0.949719,0.962585,0.000000,-0.000002,-0.000003,0.000000,0.000000,0.000000,0.000002,0.792126,0.000000,2.000000,1.424662,-1.533984,0.005284,1.340759,50.359945,-4.115180
1568025136.796041,22.099936,0,0.949719,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000002,0.792126,0.000000,2.000000,1.424662,-1.533984,0.005284,1.340759,50.359946,-4.115182
1568025136.895986,22.199876,0,0.949718,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000002,0.792127,0.000000,2.000000,1.424662,-1.533984,0.005284,1.340759,50.359947,-4.115183
1568025136.996004,22.299906,0,0.949718,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000002,0.792127,-0.000000,2.000000,1.424662,-1.533984,0.005285,1.340758,50.359948,-4.115184
1568025137.096061,22.399959,0,0.949717,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000002,0.792127,-0.000000,2.000000,1.424663,-1.533984,0.005285,1.340758,50.359948,-4.115186
1568025137.196017,22.499922,0,0.949717,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000002,0.792127,0.000000,2.000000,1.424663,-1.533984,0.005285,1.340759,50.359949,-4.115187
1568025137.295986,22.599959,0,0.949717,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000002,0.792127,0.000000,2.000000,1.424663,-1.533984,0.005285,1.340759,50.359950,-4.115189
1568025137.396021,22.699925,0,0.949716,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000001,0.792128,0.000000,2.000000,1.424663,-1.533984,0.005285,1.340759,50.359951,-4.115190
1568025137.495996,22.799892,0,0.949716,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000001,0.792128,0.000000,2.000000,1.424664,-1.533984,0.005285,1.340759,50.359952,-4.115191
1568025137.596006,22.899900,0,0.949716,0.962585,0.000000,-0.000002,-0.000002,0.000000,0.000000,0.000000,0.000001,0.792128,-0.000000,2.000000,1.424664,-1.533984,0.005285,1.340759,50.359953,-4.115193
1568025137.696024,22.999933,0,0.949716,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792128,0.000000,2.000000,1.424664,-1.533984,0.005285,1.340759,50.359954,-4.115194
1568025137.796032,23.099953,0,0.949715,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792128,-0.000000,2.000000,1.424664,-1.533984,0.005285,1.340759,50.359955,-4.115195
1568025137.896010,23.199914,0,0.949715,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792128,0.000000,2.000000,1.424664,-1.533984,0.005286,1.340759,50.359956,-4.115197
1568025137.995992,23.299886,0,0.949715,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792128,-0.000000,2.000000,1.424664,-1.533984,0.005286,1.340759,50.359957,-4.115198
1568025138.095997,23.399892,0,0.949715,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792128,0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359958,-4.115199
1568025138.196052,23.499971,0,0.949714,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792128,-0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359958,-4.115201
1568025138.295997,23.599891,0,0.949714,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792129,0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359959,-4.115202
1568025138.396005,23.699904,0,0.949714,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792129,-0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359960,-4.115203
1568025138.496031,23.799922,0,0.949714,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792129,-0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359961,-4.115205
1568025138.596038,23.899935,0,0.949714,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792129,0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359962,-4.115206
1568025138.696064,23.999967,0,0.949714,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792129,0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359963,-4.115207
1568025138.796019,24.099922,0,0.949713,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792129,0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359964,-4.115209
1568025138.896056,24.199968,0,0.949713,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792129,0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359965,-4.115210
1568025138.996043,24.299933,0,0.949713,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000001,0.792129,0.000000,2.000000,1.424665,-1.533984,0.005286,1.340759,50.359966,-4.115212
1568025139.096047,24.399951,0,0.949713,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0.792129,0.000000,2.000000,1.424666,-1.533984,0.005286,1.340759,50.359967,-4.115213
1568025139.196011,24.499909,0,0.949713,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0.792129,0.000000,2.000000,1.424666,-1.533984,0.005286,1.340759,50.359968,-4.115214
1568025139.296036,24.599929,0,0.949713,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0.792129,0.000000,2.000000,1.424666,-1.533984,0.005286,1.340759,50.359968,-4.115216
1568025139.396011,24.699912,0,0.949713,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0.792129,0.000000,2.000000,1.424666,-1.533984,0.005286,1.340759,50.359969,-4.115217
1568025139.496024,24.799927,0,0.949713,0.962585,0.000000,-0.000001,-0.000001,0.000000,0.000000,0.000000,0.000000,0.792129,-0.000000,2.000000,1.424666,-1.533984,0.005286,1.340759,50.359970,-4.115218
1568025139.595984,24.899884,0,0.949713,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792129,-0.000000,2.000000,1.424666,-1.533984,0.005286,1.340758,50.359971,-4.115220
1568025139.696014,24.999915,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792129,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359972,-4.115221
1568025139.796016,25.099923,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792129,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359973,-4.115222
1568025139.896036,25.199927,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792129,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359974,-4.115224
1568025139.996034,25.299925,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792129,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359975,-4.115225
1568025140.096054,25.399943,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792129,-0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359976,-4.115226
1568025140.196043,25.499950,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792129,-0.000000,2.000000,1.424666,-1.533984,0.005287,1.340758,50.359977,-4.115228
1568025140.296021,25.599923,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792129,-0.000000,2.000000,1.424666,-1.533984,0.005287,1.340758,50.359977,-4.115229
1568025140.396007,25.699910,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359978,-4.115230
1568025140.496010,25.799909,0,0.949712,0.962585,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359979,-4.115232
1568025140.596045,25.899935,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359980,-4.115233
1568025140.695991,25.999887,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359981,-4.115235
1568025140.796043,26.099937,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424666,-1.533984,0.005287,1.340758,50.359982,-4.115236
1568025140.896014,26.199932,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359983,-4.115237
1568025140.995996,26.299890,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359984,-4.115239
1568025141.096024,26.399928,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359985,-4.115240
1568025141.196031,26.499922,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424666,-1.533984,0.005287,1.340759,50.359986,-4.115241
1568025141.295989,26.599908,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359987,-4.115243
1568025141.396044,26.699934,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359987,-4.115244
1568025141.496045,26.799939,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359988,-4.115245
1568025141.596016,26.899910,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359989,-4.115247
1568025141.695991,26.999883,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359990,-4.115248
1568025141.796082,27.099983,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359991,-4.115249
1568025141.896024,27.199923,0,0.949712,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359992,-4.115251
1568025141.996028,27.299936,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359993,-4.115252
1568025142.096038,27.399931,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359994,-4.115253
1568025142.196040,27.499929,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359995,-4.115255
1568025142.296040,27.599940,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359996,-4.115256
1568025142.396089,27.700004,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359997,-4.115258
1568025142.496085,27.799989,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359997,-4.115259
1568025142.595984,27.899877,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359998,-4.115260
1568025142.696037,27.999929,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.359999,-4.115262
1568025142.796033,28.099963,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360000,-4.115263
1568025142.896001,28.199894,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360001,-4.115264
1568025142.996051,28.299952,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360002,-4.115266
1568025143.096049,28.399948,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360003,-4.115267
1568025143.196009,28.499907,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360004,-4.115268
1568025143.296062,28.599959,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360005,-4.115270
1568025143.396014,28.699904,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360006,-4.115271
1568025143.496032,28.799941,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360007,-4.115272
1568025143.596059,28.899962,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,-0.000000,2.000000,1.424667,-1.533984,0.005287,1.340758,50.360007,-4.115274
1568025143.696030,28.999940,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360008,-4.115275
1568025143.796041,29.099930,0,0.949711,0.962584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360009,-4.115276
1568025143.895991,29.199887,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360010,-4.115278
1568025143.996029,29.299952,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360011,-4.115279
1568025144.096089,29.400022,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360012,-4.115281
1568025144.196011,29.499908,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360013,-4.115282
1568025144.296053,29.599955,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360014,-4.115283
1568025144.395995,29.699897,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360015,-4.115285
1568025144.496039,29.799941,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360016,-4.115286
1568025144.596059,29.899966,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360017,-4.115287
1568025144.696033,29.999923,0,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360017,-4.115289
1568025144.796026,0.000013,1,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,0.005287,1.340759,50.360018,-4.115290
1568025144.896025,0.100016,1,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,-0.557173,0.777544,50.360019,-4.115291
1568025144.996024,0.200027,1,0.949711,0.962584,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.792130,0.000000,2.000000,1.424667,-1.533984,-0.557173,0.777544,50.360020,-4.115293
